cgdppc,countrycode,rgdpnapc
2558,DJI,2041
2702,DJI,2078
2830,DJI,2297
2798,DJI,2359
2983,DJI,2435
2688,DJI,2502
2597,DJI,2534
2590,DJI,2590
2707,DJI,2654
2756,DJI,2724
3127,DJI,2823
3258,DJI,2941
3394,DJI,3064
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
,DMA,
2404,DMA,1498
2614,DMA,1629
2745,DMA,1710
2628,DMA,1638
2692,DMA,1678
2768,DMA,1725
2949,DMA,1837
3033,DMA,1890
3089,DMA,1925
3005,DMA,1872
3049,DMA,1900
2883,DMA,1796
3264,DMA,2034
3364,DMA,2096
3474,DMA,2165
2947,DMA,1836
3240,DMA,2019
3248,DMA,2024
3157,DMA,1967
3401,DMA,2119
3656,DMA,2278
3894,DMA,2410
4156,DMA,2556
4381,DMA,2738
4197,DMA,2890
4312,DMA,2961
4426,DMA,3155
4410,DMA,3232
4979,DMA,3611
4184,DMA,2948
4642,DMA,3387
5367,DMA,3816
5618,DMA,3957
5754,DMA,4038
6029,DMA,4277
5841,DMA,4385
6476,DMA,4742
6932,DMA,5145
7340,DMA,5629
7414,DMA,5670
7944,DMA,6014
7329,DMA,6112
7917,DMA,6265
8011,DMA,6236
7785,DMA,6281
8196,DMA,6360
8394,DMA,6623
7704,DMA,6857
8017,DMA,7098
8342,DMA,7112
8816,DMA,7110
6775,DMA,7095
7007,DMA,6919
6567,DMA,7428
6611,DMA,7603
6952,DMA,7558
7608,DMA,7890
8274,DMA,8345
9275,DMA,8981
8458,DMA,8862
9507,DMA,8947
8944,DMA,8944
9239,DMA,8823
9371,DMA,9145
9729,DMA,9507
9537,DMA,9319
9773,DMA,9550
,DNK,
,DNK,
,DNK,
,DNK,
,DNK,
1706,DNK,2288
1769,DNK,2373
1777,DNK,2384
1752,DNK,2350
1779,DNK,2386
1771,DNK,2375
1774,DNK,2379
1807,DNK,2424
1817,DNK,2437
1773,DNK,2378
1782,DNK,2390
1766,DNK,2369
1814,DNK,2433
1790,DNK,2401
1871,DNK,2510
1844,DNK,2474
1832,DNK,2457
1864,DNK,2501
1863,DNK,2498
1869,DNK,2506
1913,DNK,2566
1894,DNK,2540
1885,DNK,2528
1977,DNK,2651
2046,DNK,2743
2078,DNK,2787
2101,DNK,2818
2073,DNK,2780
2160,DNK,2897
2266,DNK,3039
2367,DNK,3175
2226,DNK,2986
2281,DNK,3059
2267,DNK,3040
2252,DNK,3021
2469,DNK,3311
2299,DNK,3083
2306,DNK,3093
2261,DNK,3033
2382,DNK,3195
2333,DNK,3129
2341,DNK,3139
2383,DNK,3196
2504,DNK,3359
2455,DNK,3293
2512,DNK,3369
2491,DNK,3341
2465,DNK,3306
2483,DNK,3330
2599,DNK,3486
2684,DNK,3599
2670,DNK,3581
2796,DNK,3750
2761,DNK,3695
2821,DNK,3767
2848,DNK,3794
2880,DNK,3828
2772,DNK,3677
2854,DNK,3777
2923,DNK,3861
2975,DNK,3920
2983,DNK,3922
3069,DNK,4026
3156,DNK,4131
3144,DNK,4106
3135,DNK,4086
3228,DNK,4198
3316,DNK,4302
3315,DNK,4292
3337,DNK,4312
3517,DNK,4534
3569,DNK,4591
3636,DNK,4668
3687,DNK,4723
3735,DNK,4775
3902,DNK,4978
4003,DNK,5095
4050,DNK,5144
4068,DNK,5156
4194,DNK,5304
4295,DNK,5420
4429,DNK,5578
4491,DNK,5644
4714,DNK,5912
4774,DNK,5975
4814,DNK,6012
4904,DNK,6112
5036,DNK,6264
5142,DNK,6382
5284,DNK,6545
5386,DNK,6657
5568,DNK,6930
5467,DNK,6850
5572,DNK,7029
5814,DNK,7386
5306,DNK,6788
5427,DNK,6992
5009,DNK,6498
4756,DNK,6214
5270,DNK,6935
5411,DNK,7173
5149,DNK,6875
5566,DNK,7486
6045,DNK,8191
5960,DNK,8136
5720,DNK,7867
5961,DNK,8261
5994,DNK,8369
6111,DNK,8599
6431,DNK,9119
6789,DNK,9596
6833,DNK,9630
6612,DNK,9288
6788,DNK,9506
6952,DNK,9706
7074,DNK,9846
7219,DNK,10017
7363,DNK,10185
7507,DNK,10354
7832,DNK,10768
6706,DNK,9193
6013,DNK,8218
6104,DNK,8317
6719,DNK,9128
7354,DNK,9960
6741,DNK,9103
7709,DNK,10380
8078,DNK,10843
8233,DNK,11020
8744,DNK,11669
9376,DNK,12475
9307,DNK,12464
9397,DNK,12497
9982,DNK,13102
9978,DNK,13245
9986,DNK,13288
10079,DNK,13366
10931,DNK,14312
11182,DNK,14546
12056,DNK,15519
12053,DNK,15833
12785,DNK,16732
13520,DNK,17514
13568,DNK,17486
14812,DNK,18973
15495,DNK,19681
15806,DNK,20052
16303,DNK,20549
17013,DNK,21268
18151,DNK,22515
18504,DNK,22793
18887,DNK,23239
19870,DNK,24326
20537,DNK,25057
19783,DNK,24708
19614,DNK,24474
20956,DNK,25993
21212,DNK,26333
21418,DNK,26639
21999,DNK,27515
21444,DNK,27361
20507,DNK,27125
20812,DNK,27964
21040,DNK,28688
21457,DNK,29963
22087,DNK,31236
23665,DNK,32330
24219,DNK,32384
24704,DNK,32746
24946,DNK,32812
25121,DNK,33155
25524,DNK,33530
26450,DNK,34074
26217,DNK,33964
27803,DNK,35654
28518,DNK,36543
29093,DNK,37391
30845,DNK,38450
32466,DNK,39160
33848,DNK,40181
35923,DNK,41548
35812,DNK,41740
36443,DNK,41801
35631,DNK,41850
37121,DNK,42856
38005,DNK,43736
39921,DNK,45299
40664,DNK,45508
41520,DNK,45010
40629,DNK,42573
42474,DNK,43178
43575,DNK,43575
43697,DNK,43510
44268,DNK,43733
44542,DNK,44241
44939,DNK,44635
45141,DNK,44836
1663,DOM,2387
1808,DOM,2596
1844,DOM,2726
1764,DOM,2610
1835,DOM,2674
1837,DOM,2749
1900,DOM,2929
2003,DOM,3012
1925,DOM,3068
1933,DOM,2984
2035,DOM,3028
1980,DOM,2863
2151,DOM,3242
2074,DOM,3341
2120,DOM,3451
1946,DOM,2927
2027,DOM,3218
2119,DOM,3225
2067,DOM,3135
2240,DOM,3377
2408,DOM,3630
2616,DOM,3905
3169,DOM,4271
3450,DOM,4662
3408,DOM,4805
3535,DOM,4909
4035,DOM,5111
4046,DOM,5231
4034,DOM,5225
4167,DOM,5322
3969,DOM,5514
4303,DOM,5609
4304,DOM,5579
4443,DOM,5696
4786,DOM,5587
4805,DOM,5328
4911,DOM,5372
5163,DOM,5654
5267,DOM,5574
5360,DOM,6155
5007,DOM,5745
5093,DOM,5686
5477,DOM,5890
5886,DOM,6205
6084,DOM,6240
6117,DOM,6469
6214,DOM,6807
6683,DOM,7225
7237,DOM,7595
7560,DOM,7965
7534,DOM,8272
8137,DOM,8279
8116,DOM,8614
7617,DOM,8457
7791,DOM,8439
8614,DOM,9085
9438,DOM,9912
10182,DOM,10602
10224,DOM,10792
10783,DOM,10745
11524,DOM,11481
11679,DOM,11679
11936,DOM,11848
12101,DOM,12251
12657,DOM,13017
13382,DOM,13762
14088,DOM,14489
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
,DZA,
6334,DZA,8179
5984,DZA,7272
6615,DZA,8545
6993,DZA,8570
8977,DZA,8828
9525,DZA,9171
9227,DZA,9485
9969,DZA,10032
10922,DZA,10977
11511,DZA,11608
11630,DZA,11462
12258,DZA,11386
12243,DZA,11737
12299,DZA,11959
12283,DZA,12230
12809,DZA,12477
10761,DZA,12005
9717,DZA,11607
8437,DZA,11066
8381,DZA,11152
8312,DZA,10716
7692,DZA,10327
7893,DZA,10228
7171,DZA,9769
6966,DZA,9471
7079,DZA,9639
7215,DZA,9827
6897,DZA,9772
7114,DZA,10115
7359,DZA,10288
8255,DZA,10528
8153,DZA,10690
8462,DZA,11129
9071,DZA,11762
9516,DZA,12088
10795,DZA,12619
11585,DZA,12639
11751,DZA,12842
12270,DZA,12910
11172,DZA,12880
12510,DZA,13092
13204,DZA,13204
13242,DZA,13379
12998,DZA,13494
12782,DZA,13744
13024,DZA,14004
13328,DZA,14331
,ECU,
,ECU,
624,ECU,879
624,ECU,879
734,ECU,1032
903,ECU,1270
921,ECU,1295
939,ECU,1321
958,ECU,1348
977,ECU,1375
996,ECU,1402
1016,ECU,1430
1037,ECU,1459
1068,ECU,1503
1100,ECU,1548
1133,ECU,1594
1167,ECU,1642
1202,ECU,1691
1238,ECU,1742
1263,ECU,1777
1288,ECU,1812
1301,ECU,1830
1314,ECU,1849
1327,ECU,1867
1354,ECU,1904
1381,ECU,1943
1394,ECU,1962
1408,ECU,1982
1422,ECU,2001
1437,ECU,2021
1451,ECU,2042
1466,ECU,2062
1509,ECU,2124
1555,ECU,2188
1601,ECU,2253
1617,ECU,2276
1585,ECU,2230
1553,ECU,2186
1553,ECU,2186
1553,ECU,2186
1553,ECU,2186
1569,ECU,2208
1585,ECU,2230
1600,ECU,2252
1616,ECU,2274
1685,ECU,2370
1657,ECU,2331
1690,ECU,2378
1856,ECU,2612
1832,ECU,2578
1793,ECU,2524
1957,ECU,2754
2113,ECU,2973
2338,ECU,3289
2314,ECU,3255
2441,ECU,3434
2397,ECU,3383
2639,ECU,3703
2642,ECU,3684
2803,ECU,3877
2736,ECU,3874
2745,ECU,3909
2781,ECU,3975
2775,ECU,3980
2839,ECU,4077
2926,ECU,4219
2908,ECU,4201
2964,ECU,4296
2956,ECU,4277
3080,ECU,4445
3267,ECU,4730
3293,ECU,4711
3396,ECU,4815
3514,ECU,4932
3598,ECU,5049
3778,ECU,5245
3884,ECU,5386
3864,ECU,5553
4104,ECU,6065
4646,ECU,6237
4716,ECU,6377
4988,ECU,6796
5251,ECU,7023
5373,ECU,7302
5639,ECU,7484
5826,ECU,7612
5831,ECU,7708
5704,ECU,7585
5351,ECU,7230
5357,ECU,7328
5358,ECU,7440
4969,ECU,7462
4638,ECU,6815
4711,ECU,7352
4705,ECU,7178
4836,ECU,7194
4920,ECU,7481
5169,ECU,7661
4877,ECU,7669
4985,ECU,7807
4976,ECU,7804
4910,ECU,7759
5025,ECU,7912
5028,ECU,7996
4797,ECU,7482
5028,ECU,7455
5312,ECU,7642
5794,ECU,7833
6021,ECU,7894
6593,ECU,8354
7369,ECU,8607
7794,ECU,8822
8033,ECU,8876
8790,ECU,9295
8524,ECU,9208
9111,ECU,9392
9985,ECU,9985
10342,ECU,10398
10875,ECU,10760
11046,ECU,11036
10914,ECU,10905
10536,ECU,10527
1225,EGY,1225
1050,EGY,1278
1120,EGY,1050
1155,EGY,1155
987,EGY,1173
1068,EGY,1068
1050,EGY,1278
1190,EGY,1190
,EGY,
,EGY,
917,EGY,1599
1146,EGY,1999
1605,EGY,2799
1983,EGY,3219
1489,EGY,2411
1484,EGY,2399
1477,EGY,2384
1471,EGY,2370
1467,EGY,2358
1503,EGY,2412
1540,EGY,2467
1579,EGY,2524
1618,EGY,2582
1659,EGY,2643
1728,EGY,2748
1804,EGY,2863
1885,EGY,2986
1966,EGY,3109
2049,EGY,3234
2017,EGY,3177
1951,EGY,3069
1946,EGY,3054
2043,EGY,3202
2137,EGY,3343
2191,EGY,3420
2196,EGY,3422
2218,EGY,3450
2260,EGY,3509
2443,EGY,3787
2768,EGY,4282
3050,EGY,4710
3188,EGY,4915
3343,EGY,5144
3591,EGY,5516
3608,EGY,5533
3870,EGY,5924
4050,EGY,6189
4176,EGY,6370
4326,EGY,6586
4315,EGY,6558
4331,EGY,6571
4418,EGY,6691
4457,EGY,6738
4456,EGY,6725
4528,EGY,6822
4594,EGY,6909
4701,EGY,7059
4802,EGY,7197
4945,EGY,7399
5116,EGY,7642
5128,EGY,7882
5131,EGY,8091
5220,EGY,8332
5269,EGY,8632
5485,EGY,8833
5527,EGY,8904
5591,EGY,8960
5736,EGY,9094
6008,EGY,9291
6337,EGY,9618
7086,EGY,10070
8191,EGY,10437
8398,EGY,10669
9578,EGY,10985
10737,EGY,10737
10736,EGY,10767
10803,EGY,10775
11092,EGY,11016
11236,EGY,11159
11430,EGY,11351
973,ESP,973
,ESP,
1836,ESP,1509
1928,ESP,1585
1740,ESP,1430
1797,ESP,1477
1934,ESP,1589
1896,ESP,1558
1461,ESP,1200
1730,ESP,1422
1665,ESP,1369
1947,ESP,1600
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
,ESP,
2455,ESP,2017
2477,ESP,2036
2572,ESP,2113
2572,ESP,2113
2597,ESP,2134
2723,ESP,2238
2591,ESP,2129
2509,ESP,2061
2555,ESP,2100
2680,ESP,2202
2779,ESP,2284
2781,ESP,2286
2782,ESP,2286
2820,ESP,2318
2801,ESP,2302
2684,ESP,2206
2846,ESP,2339
2802,ESP,2303
2449,ESP,2012
2534,ESP,2082
2604,ESP,2140
2805,ESP,2305
3234,ESP,2657
3494,ESP,2871
3190,ESP,2621
3278,ESP,2694
3378,ESP,2776
3746,ESP,3078
3593,ESP,2952
3335,ESP,2741
3629,ESP,2982
3654,ESP,3003
3668,ESP,3014
3719,ESP,3056
3730,ESP,3065
3590,ESP,2950
3506,ESP,2881
3429,ESP,2818
3564,ESP,2929
3555,ESP,2921
3546,ESP,2914
3613,ESP,2969
3917,ESP,3218
3748,ESP,3080
3790,ESP,3115
3726,ESP,3062
3356,ESP,2758
3555,ESP,2921
3784,ESP,3109
3795,ESP,3119
3853,ESP,3166
4154,ESP,3413
3944,ESP,3241
3905,ESP,3209
3831,ESP,3148
3775,ESP,3102
3995,ESP,3283
4071,ESP,3346
4199,ESP,3451
4288,ESP,3523
4064,ESP,3340
4359,ESP,3582
4197,ESP,3449
4416,ESP,3629
4265,ESP,3504
4280,ESP,3517
4430,ESP,3640
4340,ESP,3566
4290,ESP,3525
4355,ESP,3579
4670,ESP,3837
4783,ESP,3930
4935,ESP,4055
4943,ESP,4062
5066,ESP,4163
5363,ESP,4407
5256,ESP,4319
5700,ESP,4684
5625,ESP,4622
6009,ESP,4938
5606,ESP,4642
5370,ESP,4480
5427,ESP,4562
5154,ESP,4366
5242,ESP,4475
5235,ESP,4504
3923,ESP,3402
3591,ESP,3139
3539,ESP,3119
3842,ESP,3413
4189,ESP,3752
4181,ESP,3776
4409,ESP,4015
4576,ESP,4201
4696,ESP,4349
4253,ESP,3972
4362,ESP,4109
4375,ESP,4157
4294,ESP,4115
4203,ESP,4064
4201,ESP,4098
4593,ESP,4485
4930,ESP,4856
4848,ESP,4812
5069,ESP,5120
5103,ESP,5256
5388,ESP,5644
5473,ESP,5797
5740,ESP,6123
5577,ESP,6017
5472,ESP,5960
5976,ESP,6611
6413,ESP,7197
6884,ESP,7854
7102,ESP,8218
7415,ESP,8778
7797,ESP,9324
8144,ESP,9719
8519,ESP,10183
9104,ESP,11012
9218,ESP,11253
9487,ESP,11705
10230,ESP,12773
10804,ESP,13770
11198,ESP,14658
11329,ESP,14933
11836,ESP,15443
12270,ESP,15784
12656,ESP,16058
12871,ESP,16186
13352,ESP,16574
12607,ESP,16440
12253,ESP,16618
11968,ESP,16846
11585,ESP,16928
11538,ESP,17381
12383,ESP,18028
13449,ESP,19248
14597,ESP,20436
15817,ESP,21722
16764,ESP,22735
17846,ESP,23425
18192,ESP,23671
18250,ESP,23166
19045,ESP,23690
20117,ESP,24465
20655,ESP,25017
22161,ESP,25856
23756,ESP,26949
24842,ESP,28127
26424,ESP,29481
27372,ESP,30501
28263,ESP,30902
27722,ESP,31315
28220,ESP,31823
29465,ESP,32406
31493,ESP,33211
33516,ESP,33801
33492,ESP,33643
32962,ESP,32181
32160,ESP,32042
31600,ESP,31600
31491,ESP,30699
31527,ESP,30280
32300,ESP,30819
33376,ESP,31847
31556,ESP,30110
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
8159,EST,9834
,EST,
,EST,
,EST,
,EST,
,EST,
,EST,
8895,EST,10721
9151,EST,11030
9418,EST,11351
9674,EST,11659
9851,EST,11873
9780,EST,11788
9973,EST,12020
9991,EST,12042
10443,EST,12587
11103,EST,13382
10198,EST,12291
10385,EST,11117
8791,EST,9726
8258,EST,9131
8299,EST,9175
9238,EST,9951
8468,EST,10636
9075,EST,12027
10144,EST,12643
10749,EST,12636
11903,EST,14074
12534,EST,15060
13529,EST,16077
14221,EST,17378
15070,EST,18582
16870,EST,20441
18829,EST,22674
21139,EST,24542
20883,EST,23275
19387,EST,19886
19917,EST,20382
21997,EST,21997
23756,EST,23026
24710,EST,23436
25424,EST,24146
25790,EST,24493
26173,EST,24857
,ETH,
,ETH,
,ETH,
,ETH,
,ETH,
,ETH,
665,ETH,520
672,ETH,526
680,ETH,532
707,ETH,553
695,ETH,544
719,ETH,563
730,ETH,571
711,ETH,556
721,ETH,564
727,ETH,569
750,ETH,587
772,ETH,604
788,ETH,616
874,ETH,684
899,ETH,703
933,ETH,729
949,ETH,742
969,ETH,758
965,ETH,755
980,ETH,766
1014,ETH,793
1034,ETH,809
1063,ETH,832
1074,ETH,840
1062,ETH,831
1039,ETH,813
1041,ETH,814
1046,ETH,818
1017,ETH,795
1069,ETH,836
1105,ETH,864
1078,ETH,844
1048,ETH,820
1069,ETH,836
1022,ETH,800
940,ETH,735
983,ETH,769
1047,ETH,819
1036,ETH,810
1022,ETH,800
979,ETH,766
874,ETH,684
771,ETH,603
729,ETH,600
677,ETH,633
732,ETH,650
686,ETH,689
753,ETH,723
691,ETH,704
654,ETH,688
608,ETH,703
668,ETH,720
595,ETH,735
629,ETH,714
658,ETH,727
771,ETH,788
760,ETH,844
889,ETH,905
989,ETH,965
936,ETH,1026
1049,ETH,1097
1199,ETH,1199
1284,ETH,1287
1361,ETH,1365
1481,ETH,1459
1576,ETH,1553
1659,ETH,1635
,FIN,
,FIN,
,FIN,
812,FIN,1209
850,FIN,1266
907,FIN,1352
1013,FIN,1509
827,FIN,1232
895,FIN,1334
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
1035,FIN,1543
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
,FIN,
1038,FIN,1546
1041,FIN,1551
974,FIN,1451
1041,FIN,1550
1052,FIN,1568
1034,FIN,1540
1041,FIN,1551
963,FIN,1434
1090,FIN,1624
1197,FIN,1783
1238,FIN,1845
1224,FIN,1824
1244,FIN,1854
1297,FIN,1932
1308,FIN,1949
1316,FIN,1961
1368,FIN,2039
1316,FIN,1961
1274,FIN,1899
1268,FIN,1890
1255,FIN,1870
1206,FIN,1797
1307,FIN,1947
1336,FIN,1991
1325,FIN,1974
1338,FIN,1993
1386,FIN,2065
1386,FIN,2065
1415,FIN,2108
1441,FIN,2148
1501,FIN,2236
1467,FIN,2186
1391,FIN,2072
1457,FIN,2171
1521,FIN,2266
1622,FIN,2416
1706,FIN,2542
1765,FIN,2630
1813,FIN,2701
1746,FIN,2602
1813,FIN,2701
1778,FIN,2649
1729,FIN,2576
1832,FIN,2729
1881,FIN,2802
1893,FIN,2820
1950,FIN,2905
1993,FIN,2970
1987,FIN,2961
2047,FIN,3051
2071,FIN,3086
2107,FIN,3139
2197,FIN,3274
2293,FIN,3417
2174,FIN,3239
2045,FIN,3046
2057,FIN,3065
1718,FIN,2559
1488,FIN,2218
1802,FIN,2685
2005,FIN,2988
2048,FIN,3051
2236,FIN,3332
2376,FIN,3540
2417,FIN,3601
2530,FIN,3769
2599,FIN,3872
2778,FIN,4140
2942,FIN,4383
2952,FIN,4398
2914,FIN,4316
2838,FIN,4178
2821,FIN,4128
3006,FIN,4374
3345,FIN,4838
3482,FIN,5007
3713,FIN,5308
3920,FIN,5571
4112,FIN,5811
3926,FIN,5517
3732,FIN,5214
3871,FIN,5379
3899,FIN,5387
4356,FIN,5985
4366,FIN,5965
4110,FIN,5585
4413,FIN,5963
4478,FIN,6017
4793,FIN,6407
5046,FIN,6708
5208,FIN,6886
5879,FIN,7401
5988,FIN,7568
5968,FIN,7531
6592,FIN,8097
6850,FIN,8413
6954,FIN,8573
7284,FIN,8888
7378,FIN,8863
7804,FIN,9315
8428,FIN,10087
9173,FIN,10779
9419,FIN,11040
9527,FIN,11323
9793,FIN,11829
10471,FIN,12417
10837,FIN,12668
11238,FIN,12865
11946,FIN,13102
13251,FIN,14372
14416,FIN,15505
14773,FIN,15809
15786,FIN,16914
16765,FIN,17946
17124,FIN,18394
16657,FIN,18523
16540,FIN,18389
16612,FIN,18383
17094,FIN,18713
18409,FIN,19964
19372,FIN,20964
19526,FIN,21264
19712,FIN,21831
19782,FIN,22288
20059,FIN,22838
20173,FIN,23511
21076,FIN,23992
22011,FIN,24903
23662,FIN,26046
24741,FIN,27434
24185,FIN,27306
22060,FIN,25551
21775,FIN,24563
21397,FIN,24265
22629,FIN,25112
25012,FIN,26069
24489,FIN,26935
27027,FIN,28534
29634,FIN,30003
31092,FIN,31263
32972,FIN,32957
33349,FIN,33730
33569,FIN,34214
33435,FIN,34813
35055,FIN,36075
35871,FIN,36951
36964,FIN,38302
39772,FIN,40117
40357,FIN,40219
37818,FIN,36717
38074,FIN,37643
38432,FIN,38432
38865,FIN,37704
37913,FIN,37246
37943,FIN,36858
37920,FIN,36836
38335,FIN,37239
1050,FRA,1050
,FRA,
1053,FRA,1364
1026,FRA,1329
999,FRA,1294
986,FRA,1276
972,FRA,1259
999,FRA,1294
999,FRA,1294
1013,FRA,1311
1040,FRA,1346
1053,FRA,1364
1053,FRA,1364
1053,FRA,1364
1067,FRA,1381
1080,FRA,1399
1013,FRA,1311
972,FRA,1259
999,FRA,1294
1026,FRA,1329
1067,FRA,1381
1107,FRA,1434
1134,FRA,1469
1161,FRA,1504
1202,FRA,1556
1229,FRA,1591
1242,FRA,1608
1283,FRA,1661
1364,FRA,1766
1391,FRA,1801
1418,FRA,1836
1431,FRA,1853
1445,FRA,1871
1431,FRA,1853
1458,FRA,1888
1404,FRA,1818
1391,FRA,1801
1350,FRA,1748
1337,FRA,1731
1350,FRA,1748
1364,FRA,1766
1364,FRA,1766
1283,FRA,1661
1283,FRA,1661
1283,FRA,1661
1310,FRA,1696
1323,FRA,1713
1377,FRA,1783
1377,FRA,1783
1350,FRA,1748
1337,FRA,1731
1310,FRA,1696
1283,FRA,1661
1256,FRA,1626
1256,FRA,1626
1269,FRA,1643
1337,FRA,1731
1350,FRA,1748
1364,FRA,1766
1391,FRA,1801
1364,FRA,1766
1350,FRA,1748
1337,FRA,1731
1337,FRA,1731
1323,FRA,1713
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1377,FRA,1783
1431,FRA,1853
1472,FRA,1906
1472,FRA,1906
1512,FRA,1958
1512,FRA,1958
1499,FRA,1941
1499,FRA,1941
1553,FRA,2011
1553,FRA,2011
1526,FRA,1976
1512,FRA,1958
1512,FRA,1958
1485,FRA,1923
1472,FRA,1906
1472,FRA,1906
1485,FRA,1923
1485,FRA,1923
1499,FRA,1941
1499,FRA,1941
1485,FRA,1923
1485,FRA,1923
1499,FRA,1941
1512,FRA,1958
1526,FRA,1976
1512,FRA,1958
1512,FRA,1958
1499,FRA,1941
1485,FRA,1923
1485,FRA,1923
1472,FRA,1906
1458,FRA,1888
1458,FRA,1888
1458,FRA,1888
1445,FRA,1871
1431,FRA,1853
1418,FRA,1836
1404,FRA,1818
1404,FRA,1818
1404,FRA,1818
1418,FRA,1836
1431,FRA,1853
1445,FRA,1871
1472,FRA,1906
1499,FRA,1941
1499,FRA,1941
1499,FRA,1941
1485,FRA,1923
1485,FRA,1923
1472,FRA,1906
1499,FRA,1941
1485,FRA,1923
1485,FRA,1923
1472,FRA,1906
1431,FRA,1853
1418,FRA,1836
1404,FRA,1818
1391,FRA,1801
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1404,FRA,1818
1404,FRA,1818
1404,FRA,1818
1404,FRA,1818
1404,FRA,1818
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1404,FRA,1818
1391,FRA,1801
1404,FRA,1818
1404,FRA,1818
1404,FRA,1818
1418,FRA,1836
1418,FRA,1836
1418,FRA,1836
1418,FRA,1836
1418,FRA,1836
1418,FRA,1836
1431,FRA,1853
1431,FRA,1853
1431,FRA,1853
1431,FRA,1853
1431,FRA,1853
1431,FRA,1853
1445,FRA,1871
1445,FRA,1871
1445,FRA,1871
1445,FRA,1871
1458,FRA,1888
1445,FRA,1871
1445,FRA,1871
1445,FRA,1871
1445,FRA,1871
1431,FRA,1853
1445,FRA,1871
1431,FRA,1853
1431,FRA,1853
1418,FRA,1836
1418,FRA,1836
1404,FRA,1818
1404,FRA,1818
1391,FRA,1801
1377,FRA,1783
1377,FRA,1783
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1391,FRA,1801
1418,FRA,1836
1418,FRA,1836
1404,FRA,1818
1391,FRA,1801
1364,FRA,1766
1337,FRA,1731
1337,FRA,1731
1323,FRA,1713
1337,FRA,1731
1337,FRA,1731
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1364,FRA,1766
1350,FRA,1748
1364,FRA,1766
1350,FRA,1748
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1323,FRA,1713
1323,FRA,1713
1337,FRA,1731
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1296,FRA,1678
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1283,FRA,1661
1269,FRA,1643
1269,FRA,1643
1256,FRA,1626
