cgdppc,countrycode,rgdpnapc
897,SLV,2152
936,SLV,2248
852,SLV,2044
984,SLV,2362
852,SLV,2046
971,SLV,2330
958,SLV,2300
962,SLV,2309
850,SLV,2041
758,SLV,1818
849,SLV,2037
865,SLV,2076
940,SLV,2255
907,SLV,2176
980,SLV,2353
900,SLV,2159
953,SLV,2287
1023,SLV,2455
988,SLV,2373
1055,SLV,2531
1137,SLV,2728
1059,SLV,2543
1004,SLV,2410
1008,SLV,2420
1254,SLV,3010
1571,SLV,3772
1404,SLV,3369
1370,SLV,3289
1341,SLV,3270
1391,SLV,3424
1465,SLV,3570
1450,SLV,3512
1475,SLV,3589
1521,SLV,3759
1565,SLV,3843
1544,SLV,3810
1564,SLV,3861
1526,SLV,3896
1592,SLV,3907
1775,SLV,4242
1804,SLV,4287
1899,SLV,4546
1971,SLV,4641
2077,SLV,4798
2156,SLV,4896
2178,SLV,4881
2205,SLV,4874
2249,SLV,4831
2287,SLV,4920
2381,SLV,5080
2483,SLV,5216
2514,SLV,5419
2613,SLV,5581
2724,SLV,5656
2901,SLV,5846
3082,SLV,6061
2911,SLV,5809
2754,SLV,5236
2591,SLV,4857
2547,SLV,4625
2554,SLV,4613
2644,SLV,4650
2633,SLV,4664
2782,SLV,4607
2744,SLV,4641
2821,SLV,4632
2893,SLV,4600
2991,SLV,4677
3082,SLV,4764
3325,SLV,5037
3677,SLV,5359
3989,SLV,5619
4396,SLV,5886
4443,SLV,5896
4598,SLV,6067
4782,SLV,6212
4899,SLV,6341
5076,SLV,6409
5199,SLV,6481
5444,SLV,6613
5706,SLV,6744
5882,SLV,6851
6380,SLV,7070
6739,SLV,7329
7205,SLV,7596
7316,SLV,7661
6967,SLV,7392
7260,SLV,7466
7607,SLV,7607
7782,SLV,7726
7800,SLV,7845
7988,SLV,7935
8163,SLV,8109
8335,SLV,8280
,SRB,
,SRB,
1526,SRB,3218
1762,SRB,3716
1678,SRB,3538
1940,SRB,4090
1837,SRB,3873
2361,SRB,4979
2268,SRB,4783
2916,SRB,6148
2964,SRB,6249
3031,SRB,6391
3180,SRB,6704
3538,SRB,7460
3878,SRB,8177
3927,SRB,8280
4240,SRB,8939
4281,SRB,9027
4323,SRB,9116
4788,SRB,10096
4890,SRB,10311
5317,SRB,11212
5515,SRB,11628
5792,SRB,12212
6246,SRB,13170
6378,SRB,13448
6663,SRB,14049
7152,SRB,15080
7473,SRB,15758
8086,SRB,17049
8049,SRB,16972
8173,SRB,17233
8218,SRB,17328
8036,SRB,16945
8156,SRB,17197
8135,SRB,17154
8391,SRB,17694
8236,SRB,17366
8101,SRB,17082
8228,SRB,17350
7320,SRB,15435
6597,SRB,13715
4720,SRB,9950
3198,SRB,6926
3298,SRB,7120
3638,SRB,7556
6041,SRB,7926
6968,SRB,8540
7917,SRB,8775
6825,SRB,7192
7622,SRB,7707
7392,SRB,8142
7771,SRB,8712
8199,SRB,9098
8422,SRB,9920
9583,SRB,10488
10238,SRB,11046
10543,SRB,11753
11719,SRB,12440
11828,SRB,12094
11872,SRB,12228
12463,SRB,12463
13085,SRB,12384
13347,SRB,12764
13387,SRB,12606
13556,SRB,12765
14001,SRB,13184
1142,STP,1402
1139,STP,1398
1137,STP,1396
1137,STP,1396
1183,STP,1453
1063,STP,1306
1122,STP,1378
1113,STP,1366
1219,STP,1497
1091,STP,1340
1208,STP,1483
1299,STP,1594
1385,STP,1700
1469,STP,1803
1548,STP,1901
1622,STP,1991
1716,STP,2107
1790,STP,2198
1862,STP,2286
1934,STP,2374
2004,STP,2461
2064,STP,2551
2065,STP,2550
2088,STP,2537
2166,STP,2632
2246,STP,2708
2230,STP,2668
2619,STP,3194
2771,STP,3192
3166,STP,3615
2534,STP,3490
2217,STP,3053
2265,STP,3090
2132,STP,2914
2046,STP,2685
2030,STP,2876
1932,STP,2653
1820,STP,2522
1779,STP,2518
2040,STP,2541
1883,STP,2432
1820,STP,2406
1762,STP,2377
1596,STP,2365
1615,STP,2377
1607,STP,2382
1601,STP,2373
1681,STP,2350
2053,STP,2360
1922,STP,2369
1909,STP,2329
2085,STP,2347
2061,STP,2341
2088,STP,2448
2204,STP,2484
2399,STP,2601
2475,STP,2774
2440,STP,2801
2534,STP,2965
2417,STP,2976
2963,STP,3107
3179,STP,3179
3437,STP,3217
3309,STP,3314
3489,STP,3474
3560,STP,3545
3640,STP,3624
,SUN,
,SUN,
,SUN,
,SUN,
,SUN,
,SUN,
,SUN,
,SUN,
1728,SUN,1860
1661,SUN,1788
1943,SUN,2091
1869,SUN,2011
1738,SUN,1870
1731,SUN,1862
1585,SUN,1706
1735,SUN,1867
1967,SUN,2116
2236,SUN,2406
2069,SUN,2227
2279,SUN,2452
2241,SUN,2411
2300,SUN,2475
2441,SUN,2627
2388,SUN,2570
2448,SUN,2634
2660,SUN,2863
2477,SUN,2665
2739,SUN,2947
2424,SUN,2609
2317,SUN,2493
2226,SUN,2396
2431,SUN,2616
2524,SUN,2716
2694,SUN,2899
2489,SUN,2678
2689,SUN,2893
2825,SUN,3040
2697,SUN,2903
2776,SUN,2987
2468,SUN,2656
2167,SUN,2332
1327,SUN,1428
1144,SUN,1231
1148,SUN,1236
1051,SUN,1131
1220,SUN,1313
1405,SUN,1512
1780,SUN,1916
2225,SUN,2394
2498,SUN,2688
2602,SUN,2800
2737,SUN,2945
2769,SUN,2979
2893,SUN,3114
2920,SUN,3142
2875,SUN,3093
2983,SUN,3210
3256,SUN,3504
3723,SUN,4007
3977,SUN,4279
4307,SUN,4634
4294,SUN,4621
4468,SUN,4809
4282,SUN,4608
3822,SUN,4113
4247,SUN,4570
4798,SUN,5163
5240,SUN,5639
5676,SUN,6108
5605,SUN,6032
5866,SUN,6313
6018,SUN,6476
6205,SUN,6677
6618,SUN,7122
7216,SUN,7667
7326,SUN,7687
7835,SUN,8120
7705,SUN,7888
8386,SUN,8481
8815,SUN,8809
9012,SUN,8900
8776,SUN,8567
9889,SUN,9542
10441,SUN,9961
10947,SUN,10327
11437,SUN,10669
12121,SUN,11183
12309,SUN,11233
13275,SUN,11985
13640,SUN,12183
13725,SUN,12131
14893,SUN,13026
15337,SUN,13276
15392,SUN,13188
16128,SUN,13679
16524,SUN,13875
16958,SUN,14099
16901,SUN,13914
16948,SUN,13817
17126,SUN,13828
17569,SUN,14051
18146,SUN,14376
18377,SUN,14423
18547,SUN,14421
19316,SUN,14882
19576,SUN,14945
20011,SUN,15140
20389,SUN,15288
19941,SUN,14820
18474,SUN,13812
16488,SUN,11767
13554,SUN,10596
10969,SUN,9129
10463,SUN,8651
8385,SUN,8404
7738,SUN,8583
6757,SUN,8394
6689,SUN,8802
7633,SUN,9583
8004,SUN,10205
8361,SUN,10785
9209,SUN,11645
10135,SUN,12627
11532,SUN,13535
13105,SUN,14765
15141,SUN,16108
16336,SUN,16935
14037,SUN,15862
15367,SUN,16579
17391,SUN,17391
18083,SUN,18005
18451,SUN,18447
18197,SUN,18730
17953,SUN,18479
18105,SUN,18635
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
,SVK,
14361,SVK,11292
14881,SVK,11701
15162,SVK,11922
15388,SVK,12100
15480,SVK,12172
15041,SVK,11828
11891,SVK,10093
11161,SVK,9444
11775,SVK,10083
12158,SVK,10667
12862,SVK,11473
13551,SVK,12222
14041,SVK,12940
13798,SVK,13441
13196,SVK,13400
13818,SVK,13580
14770,SVK,14056
15208,SVK,14697
15107,SVK,15504
15335,SVK,16323
16904,SVK,17423
18307,SVK,18895
20526,SVK,20929
21876,SVK,22089
21688,SVK,20863
22555,SVK,21894
22483,SVK,22483
23118,SVK,22816
23797,SVK,23132
24964,SVK,23703
25896,SVK,24588
26713,SVK,25364
,SVN,
,SVN,
3625,SVN,3596
3785,SVN,3754
4260,SVN,4225
4610,SVN,4572
4506,SVN,4469
5006,SVN,4966
5534,SVN,5489
5810,SVN,5763
6604,SVN,6550
7151,SVN,7093
7399,SVN,7339
8176,SVN,8109
8870,SVN,8798
8837,SVN,8766
9243,SVN,9168
9459,SVN,9382
9974,SVN,9893
10852,SVN,10764
11800,SVN,11704
12586,SVN,12484
13151,SVN,13044
13898,SVN,13785
15134,SVN,15011
15857,SVN,15728
16094,SVN,15964
17138,SVN,16999
18446,SVN,18296
19693,SVN,19533
19494,SVN,19336
19290,SVN,19133
18926,SVN,18773
18848,SVN,18695
19033,SVN,18878
19044,SVN,18890
19466,SVN,19308
19217,SVN,19061
18509,SVN,18359
18282,SVN,18134
16675,SVN,16540
15353,SVN,15058
14697,SVN,14256
15802,SVN,14697
16925,SVN,15497
18710,SVN,16639
19280,SVN,17235
19941,SVN,18141
20192,SVN,18778
20854,SVN,19754
21555,SVN,20514
21845,SVN,21086
22665,SVN,21868
22656,SVN,22476
23639,SVN,23439
24405,SVN,24335
24833,SVN,25629
25897,SVN,27361
27380,SVN,28111
25973,SVN,25685
25660,SVN,25890
26004,SVN,26004
26022,SVN,25252
26062,SVN,24944
27462,SVN,25693
28077,SVN,26268
28761,SVN,26908
,SWE,
,SWE,
955,SWE,1201
956,SWE,1203
1162,SWE,1462
1259,SWE,1583
1233,SWE,1550
1222,SWE,1537
1204,SWE,1515
1196,SWE,1504
1183,SWE,1487
1169,SWE,1470
1146,SWE,1441
1139,SWE,1433
1124,SWE,1414
1096,SWE,1378
1071,SWE,1347
1043,SWE,1312
1128,SWE,1419
1245,SWE,1566
1370,SWE,1723
1222,SWE,1537
1100,SWE,1383
1090,SWE,1371
1085,SWE,1365
1096,SWE,1378
1108,SWE,1394
1207,SWE,1518
1315,SWE,1655
1458,SWE,1834
1617,SWE,2033
1720,SWE,2163
1419,SWE,1784
1252,SWE,1574
1212,SWE,1525
1131,SWE,1423
1155,SWE,1453
1179,SWE,1482
1206,SWE,1516
1234,SWE,1552
1260,SWE,1585
1283,SWE,1614
1256,SWE,1579
1230,SWE,1547
1204,SWE,1515
1166,SWE,1467
1132,SWE,1424
1094,SWE,1376
1059,SWE,1332
1071,SWE,1347
1086,SWE,1366
1100,SWE,1383
1115,SWE,1402
1074,SWE,1351
1033,SWE,1300
995,SWE,1252
968,SWE,1218
926,SWE,1165
906,SWE,1139
947,SWE,1191
1000,SWE,1257
1051,SWE,1322
1111,SWE,1397
1174,SWE,1477
1240,SWE,1559
1272,SWE,1600
1294,SWE,1627
1318,SWE,1658
1352,SWE,1701
1391,SWE,1750
1423,SWE,1789
1450,SWE,1823
1440,SWE,1811
1396,SWE,1755
1363,SWE,1714
1344,SWE,1690
1328,SWE,1670
1313,SWE,1651
1299,SWE,1634
1290,SWE,1622
1280,SWE,1610
1271,SWE,1598
1267,SWE,1593
1257,SWE,1581
1317,SWE,1656
1314,SWE,1653
1307,SWE,1644
1303,SWE,1639
1238,SWE,1557
1231,SWE,1549
1226,SWE,1542
1235,SWE,1554
1249,SWE,1571
1259,SWE,1583
1269,SWE,1597
1280,SWE,1610
1292,SWE,1626
1302,SWE,1637
1318,SWE,1658
1284,SWE,1615
1295,SWE,1629
1305,SWE,1641
1301,SWE,1636
1298,SWE,1632
1295,SWE,1629
1290,SWE,1622
1284,SWE,1615
1276,SWE,1605
1272,SWE,1600
1271,SWE,1598
1267,SWE,1593
1263,SWE,1588
1263,SWE,1588
1264,SWE,1590
1267,SWE,1593
1273,SWE,1602
1280,SWE,1610
1279,SWE,1608
1284,SWE,1615
1363,SWE,1714
1145,SWE,1440
1172,SWE,1474
1146,SWE,1441
1149,SWE,1445
1174,SWE,1477
1223,SWE,1539
1147,SWE,1443
1286,SWE,1617
1225,SWE,1540
1215,SWE,1528
1193,SWE,1501
1214,SWE,1527
1252,SWE,1574
1160,SWE,1458
1139,SWE,1433
1119,SWE,1407
1117,SWE,1405
1047,SWE,1317
1018,SWE,1281
1021,SWE,1284
1071,SWE,1347
1071,SWE,1347
1052,SWE,1324
1077,SWE,1354
1101,SWE,1385
1094,SWE,1376
1128,SWE,1419
1127,SWE,1417
1109,SWE,1395
1023,SWE,1286
989,SWE,1243
1374,SWE,1728
1313,SWE,1651
1170,SWE,1472
1200,SWE,1510
1143,SWE,1438
1017,SWE,1279
1210,SWE,1521
1840,SWE,2315
1819,SWE,2287
1486,SWE,1869
1505,SWE,1893
1424,SWE,1791
1439,SWE,1810
1482,SWE,1864
1634,SWE,2055
1576,SWE,1982
1520,SWE,1912
1579,SWE,1985
1660,SWE,2088
1907,SWE,2398
1210,SWE,1521
1288,SWE,1620
1527,SWE,1921
1436,SWE,1806
1303,SWE,1639
1116,SWE,1404
1151,SWE,1448
1096,SWE,1378
1202,SWE,1511
1185,SWE,1491
1139,SWE,1433
1151,SWE,1448
1339,SWE,1684
1410,SWE,1774
1400,SWE,1760
1400,SWE,1760
1401,SWE,1762
1318,SWE,1658
1334,SWE,1678
1334,SWE,1678
1351,SWE,1699
1267,SWE,1593
1452,SWE,1827
1497,SWE,1883
1520,SWE,1912
1265,SWE,1591
1230,SWE,1547
1204,SWE,1515
1174,SWE,1477
1158,SWE,1457
1195,SWE,1503
1482,SWE,1864
1541,SWE,1938
1385,SWE,1742
1245,SWE,1566
1806,SWE,2272
1532,SWE,1927
1668,SWE,2098
1504,SWE,1892
1909,SWE,2402
2166,SWE,2724
1901,SWE,2391
1876,SWE,2359
1674,SWE,2105
1717,SWE,2159
1457,SWE,1832
1499,SWE,1885
1442,SWE,1813
1640,SWE,2062
1532,SWE,1927
1909,SWE,2402
2038,SWE,2564
1847,SWE,2323
1897,SWE,2386
1838,SWE,2311
1108,SWE,1394
1291,SWE,1624
1280,SWE,1610
1527,SWE,1921
1633,SWE,2054
1486,SWE,1869
1315,SWE,1655
1421,SWE,1788
1515,SWE,1905
1246,SWE,1568
1256,SWE,1579
1183,SWE,1487
1273,SWE,1602
1307,SWE,1644
1334,SWE,1678
1097,SWE,1380
1191,SWE,1498
1069,SWE,1344
1172,SWE,1474
1280,SWE,1610
1290,SWE,1622
1325,SWE,1666
1341,SWE,1687
1191,SWE,1498
1315,SWE,1655
1377,SWE,1731
1394,SWE,1753
1452,SWE,1827
1419,SWE,1784
1315,SWE,1655
1314,SWE,1653
1290,SWE,1622
1332,SWE,1675
1355,SWE,1704
1348,SWE,1695
1413,SWE,1777
1356,SWE,1706
1253,SWE,1576
1257,SWE,1581
1319,SWE,1659
1422,SWE,1788
1375,SWE,1729
1563,SWE,1966
1590,SWE,1999
1542,SWE,1940
1572,SWE,1977
1478,SWE,1859
1262,SWE,1587
951,SWE,1196
1115,SWE,1403
1187,SWE,1493
1291,SWE,1624
1321,SWE,1662
1271,SWE,1598
1264,SWE,1589
1274,SWE,1602
1245,SWE,1565
1136,SWE,1428
1330,SWE,1673
1322,SWE,1663
1288,SWE,1620
1310,SWE,1648
1265,SWE,1591
1196,SWE,1504
1188,SWE,1495
1132,SWE,1424
1272,SWE,1600
1313,SWE,1651
1100,SWE,1383
1260,SWE,1585
1200,SWE,1509
1373,SWE,1726
1231,SWE,1548
1013,SWE,1274
952,SWE,1197
1070,SWE,1346
1060,SWE,1333
1210,SWE,1522
1046,SWE,1316
1067,SWE,1341
1159,SWE,1458
1120,SWE,1408
1149,SWE,1445
1202,SWE,1512
1189,SWE,1496
1280,SWE,1610
1253,SWE,1575
1275,SWE,1604
1422,SWE,1788
1318,SWE,1658
1201,SWE,1510
1259,SWE,1583
1232,SWE,1550
1220,SWE,1534
1402,SWE,1764
1280,SWE,1610
1367,SWE,1719
1572,SWE,1977
1466,SWE,1844
1226,SWE,1541
1226,SWE,1542
1220,SWE,1535
1288,SWE,1619
1268,SWE,1595
1196,SWE,1505
1167,SWE,1468
1200,SWE,1509
1346,SWE,1692
1352,SWE,1701
1310,SWE,1648
1268,SWE,1594
1373,SWE,1727
1501,SWE,1888
1494,SWE,1879
1433,SWE,1803
1413,SWE,1777
1433,SWE,1802
1350,SWE,1698
1361,SWE,1712
1408,SWE,1770
1483,SWE,1865
1473,SWE,1853
1398,SWE,1758
1445,SWE,1818
1346,SWE,1693
1246,SWE,1567
1169,SWE,1471
1178,SWE,1482
1235,SWE,1553
1583,SWE,1991
1665,SWE,2095
1753,SWE,2205
1571,SWE,1976
1445,SWE,1817
1533,SWE,1928
1478,SWE,1859
1455,SWE,1830
1387,SWE,1744
1442,SWE,1814
1381,SWE,1737
1390,SWE,1749
1447,SWE,1820
1446,SWE,1819
1461,SWE,1838
1484,SWE,1867
1546,SWE,1944
1549,SWE,1948
1543,SWE,1941
1402,SWE,1763
1380,SWE,1735
1474,SWE,1854
1478,SWE,1858
1534,SWE,1929
1482,SWE,1864
1470,SWE,1849
1499,SWE,1885
1581,SWE,1989
1561,SWE,1964
1573,SWE,1979
1515,SWE,1906
1351,SWE,1699
1477,SWE,1857
1590,SWE,1999
1526,SWE,1919
1520,SWE,1911
1576,SWE,1983
1585,SWE,1994
1669,SWE,2099
1633,SWE,2054
1420,SWE,1786
1468,SWE,1847
1425,SWE,1792
1403,SWE,1765
1293,SWE,1626
1336,SWE,1680
1401,SWE,1762
1687,SWE,2122
1723,SWE,2167
1723,SWE,2167
1593,SWE,2004
1599,SWE,2011
1584,SWE,1992
1588,SWE,1997
1555,SWE,1956
1475,SWE,1855
1537,SWE,1933
1612,SWE,2028
1706,SWE,2146
1678,SWE,2110
1719,SWE,2161
1685,SWE,2119
1668,SWE,2098
1474,SWE,1854
1343,SWE,1689
1208,SWE,1519
1418,SWE,1783
1619,SWE,2036
1677,SWE,2109
1425,SWE,1792
1300,SWE,1635
1319,SWE,1659
1304,SWE,1640
1216,SWE,1529
1317,SWE,1657
1522,SWE,1914
1573,SWE,1978
1505,SWE,1893
1468,SWE,1847
1452,SWE,1826
1414,SWE,1778
1435,SWE,1805
1383,SWE,1740
1378,SWE,1734
1472,SWE,1851
1502,SWE,1889
1328,SWE,1670
1264,SWE,1590
1220,SWE,1534
1241,SWE,1561
1231,SWE,1548
1340,SWE,1685
1224,SWE,1539
1194,SWE,1502
1205,SWE,1515
1155,SWE,1453
1217,SWE,1531
1310,SWE,1648
1269,SWE,1596
1259,SWE,1584
1290,SWE,1622
1283,SWE,1614
1225,SWE,1541
1169,SWE,1470
1150,SWE,1446
1346,SWE,1693
1339,SWE,1683
1406,SWE,1768
1356,SWE,1705
1217,SWE,1530
1325,SWE,1667
1199,SWE,1508
1251,SWE,1573
1292,SWE,1625
1312,SWE,1650
1241,SWE,1561
1240,SWE,1560
1226,SWE,1541
1130,SWE,1422
1081,SWE,1360
1237,SWE,1555
1330,SWE,1673
1286,SWE,1617
1317,SWE,1656
1312,SWE,1650
1338,SWE,1683
1353,SWE,1702
1343,SWE,1690
1247,SWE,1569
1285,SWE,1617
1228,SWE,1545
1293,SWE,1626
1261,SWE,1586
1263,SWE,1589
1306,SWE,1642
1245,SWE,1566
1361,SWE,1712
1349,SWE,1697
1400,SWE,1761
1329,SWE,1672
1249,SWE,1571
1257,SWE,1581
1269,SWE,1596
1339,SWE,1684
1258,SWE,1582
1207,SWE,1518
1194,SWE,1502
1151,SWE,1447
1141,SWE,1435
1194,SWE,1502
1182,SWE,1487
1105,SWE,1390
1176,SWE,1479
1189,SWE,1495
1139,SWE,1433
1079,SWE,1357
1029,SWE,1295
1112,SWE,1399
1195,SWE,1503
1118,SWE,1407
1140,SWE,1433
1148,SWE,1444
1189,SWE,1495
1212,SWE,1524
1177,SWE,1480
1186,SWE,1492
1176,SWE,1479
1192,SWE,1500
1228,SWE,1545
1234,SWE,1552
1221,SWE,1535
1254,SWE,1577
1287,SWE,1619
1290,SWE,1623
1230,SWE,1547
1251,SWE,1574
1269,SWE,1596
1238,SWE,1557
1262,SWE,1587
1228,SWE,1545
1267,SWE,1593
1283,SWE,1614
1278,SWE,1608
1320,SWE,1660
1309,SWE,1647
1289,SWE,1621
1303,SWE,1639
1322,SWE,1662
1305,SWE,1641
1243,SWE,1564
1271,SWE,1598
1325,SWE,1667
1356,SWE,1706
1310,SWE,1647
1344,SWE,1690
1358,SWE,1708
1408,SWE,1771
1446,SWE,1818
1417,SWE,1782
1387,SWE,1744
1405,SWE,1767
1419,SWE,1785
1507,SWE,1896
1492,SWE,1876
1533,SWE,1928
1551,SWE,1951
1607,SWE,2021
1636,SWE,2058
1572,SWE,1977
1524,SWE,1916
1590,SWE,1999
1618,SWE,2035
1646,SWE,2070
1619,SWE,2036
1643,SWE,2066
1496,SWE,1881
1602,SWE,2015
1807,SWE,2272
1869,SWE,2351
1903,SWE,2393
1941,SWE,2421
2030,SWE,2512
1974,SWE,2423
2115,SWE,2576
2084,SWE,2518
2025,SWE,2428
2153,SWE,2562
2118,SWE,2501
2211,SWE,2591
2146,SWE,2495
2325,SWE,2684
2292,SWE,2626
2351,SWE,2673
2391,SWE,2699
2337,SWE,2619
2393,SWE,2662
2446,SWE,2701
2520,SWE,2763
2676,SWE,2913
2659,SWE,2875
2743,SWE,2946
2775,SWE,2958
2930,SWE,3102
3027,SWE,3183
3167,SWE,3308
3297,SWE,3421
3401,SWE,3505
3438,SWE,3519
3550,SWE,3610
3526,SWE,3563
3736,SWE,3750
3825,SWE,3814
3794,SWE,3760
4124,SWE,4060
4427,SWE,4331
4318,SWE,4197
4368,SWE,4219
4476,SWE,4296
4516,SWE,4403
4615,SWE,4570
4825,SWE,4856
4848,SWE,4959
4934,SWE,5131
5121,SWE,5415
4728,SWE,5086
4294,SWE,4700
4283,SWE,4772
4474,SWE,5075
4166,SWE,4814
4382,SWE,5159
4437,SWE,5324
4649,SWE,5687
4661,SWE,5817
4791,SWE,6100
4846,SWE,6298
4880,SWE,6478
5061,SWE,6864
5291,SWE,7159
5168,SWE,6976
4978,SWE,6703
5072,SWE,6814
5413,SWE,7255
5675,SWE,7588
5877,SWE,7840
6036,SWE,8033
6236,SWE,8280
6697,SWE,8871
6206,SWE,8202
6037,SWE,7960
6088,SWE,8009
6282,SWE,8245
6466,SWE,8466
6654,SWE,8692
7318,SWE,9538
7914,SWE,10291
8024,SWE,10410
8292,SWE,10733
8816,SWE,11385
9078,SWE,11740
9264,SWE,11819
9599,SWE,12070
9888,SWE,12505
10084,SWE,12781
10420,SWE,13173
10787,SWE,13672
10965,SWE,13655
11310,SWE,14002
11391,SWE,14677
12106,SWE,15436
12806,SWE,15997
13461,SWE,16754
14389,SWE,17765
14793,SWE,18272
15064,SWE,18475
15584,SWE,18954
16267,SWE,19532
16930,SWE,20366
18133,SWE,21483
18313,SWE,21538
18819,SWE,21966
19548,SWE,22796
19744,SWE,23457
20161,SWE,23962
20268,SWE,24128
19649,SWE,23658
19953,SWE,24002
20551,SWE,24870
20491,SWE,25234
20617,SWE,25200
20899,SWE,25439
21404,SWE,25873
22314,SWE,26876
22781,SWE,27349
23913,SWE,27884
24695,SWE,28634
25709,SWE,29113
26418,SWE,29606
26364,SWE,29749
26114,SWE,29187
26069,SWE,28668
25070,SWE,27917
26508,SWE,28832
27970,SWE,29811
28508,SWE,30243
29952,SWE,31043
31799,SWE,32330
33703,SWE,33810
36374,SWE,35261
35603,SWE,35640
36192,SWE,36467
36813,SWE,37252
38522,SWE,38760
37974,SWE,39917
39748,SWE,41564
42314,SWE,42872
42310,SWE,42542
40320,SWE,40339
42043,SWE,42753
42079,SWE,42079
42579,SWE,41650
42245,SWE,41811
42202,SWE,42476
43464,SWE,43746
44371,SWE,44659
738,SWZ,921
762,SWZ,952
768,SWZ,960
780,SWZ,974
805,SWZ,1005
811,SWZ,1013
822,SWZ,1026
833,SWZ,1040
835,SWZ,1043
862,SWZ,1077
956,SWZ,1194
1052,SWZ,1313
1242,SWZ,1551
1281,SWZ,1599
1432,SWZ,1788
1613,SWZ,2014
1639,SWZ,2046
1749,SWZ,2183
1625,SWZ,2029
1649,SWZ,2060
2082,SWZ,2600
1751,SWZ,2626
2009,SWZ,2881
1880,SWZ,2901
1963,SWZ,3364
2637,SWZ,4358
2992,SWZ,4794
2876,SWZ,4704
2556,SWZ,4623
2394,SWZ,4564
2457,SWZ,4494
2962,SWZ,4653
3075,SWZ,4586
3226,SWZ,4407
3188,SWZ,4362
3177,SWZ,4290
4091,SWZ,4898
4807,SWZ,5194
4814,SWZ,5330
5059,SWZ,5596
5788,SWZ,5923
5778,SWZ,5760
5921,SWZ,5719
6339,SWZ,5720
6272,SWZ,5821
7512,SWZ,6048
8096,SWZ,6106
7480,SWZ,6125
7332,SWZ,6121
6995,SWZ,6145
7297,SWZ,6107
7372,SWZ,6087
6292,SWZ,6157
6208,SWZ,6317
6215,SWZ,6401
6880,SWZ,6620
6524,SWZ,6843
7033,SWZ,7010
6696,SWZ,7214
7074,SWZ,7299
7442,SWZ,7339
7389,SWZ,7389
8012,SWZ,7552
7814,SWZ,7805
7685,SWZ,7927
7726,SWZ,7969
7641,SWZ,7881
4932,SYC,4381
5206,SYC,4624
5286,SYC,4695
5375,SYC,4774
5606,SYC,4979
5582,SYC,4958
5525,SYC,4908
5637,SYC,5007
5673,SYC,5039
5813,SYC,5163
6103,SYC,5421
5355,SYC,4984
5528,SYC,5282
5391,SYC,5631
5729,SYC,5700
6792,SYC,5577
6830,SYC,5577
5574,SYC,5455
5862,SYC,5777
5589,SYC,5625
6319,SYC,5887
10451,SYC,6635
11023,SYC,6905
11370,SYC,7437
10736,SYC,7418
11652,SYC,7500
13625,SYC,8570
12152,SYC,9139
14934,SYC,9829
17372,SYC,11167
12069,SYC,10690
10811,SYC,9866
9620,SYC,9630
10129,SYC,9385
10953,SYC,10037
10986,SYC,10959
10908,SYC,10986
12782,SYC,11363
12878,SYC,11841
13978,SYC,12907
13613,SYC,13715
14440,SYC,13924
13897,SYC,14753
15001,SYC,15491
15733,SYC,15197
13854,SYC,14942
12431,SYC,15065
14835,SYC,17180
16022,SYC,18918
16911,SYC,19047
16794,SYC,18778
14540,SYC,18126
15307,SYC,18140
16169,SYC,16800
16001,SYC,16278
17501,SYC,17550
20090,SYC,18994
23664,SYC,20752
18236,SYC,20098
24167,SYC,19676
19810,SYC,20642
21545,SYC,21545
21922,SYC,22130
22081,SYC,23036
22640,SYC,24250
23984,SYC,25690
24856,SYC,26624
1039,SYR,504
1345,SYR,652
1987,SYR,963
2520,SYR,1784
2340,SYR,1677
2843,SYR,2064
3107,SYR,2285
3434,SYR,2558
2983,SYR,2252
3397,SYR,2599
3465,SYR,2687
2864,SYR,2252
2846,SYR,2269
2770,SYR,2240
2972,SYR,2347
3244,SYR,2812
3032,SYR,2721
3186,SYR,2694
2963,SYR,2602
2565,SYR,2325
2801,SYR,2438
2793,SYR,2449
3127,SYR,2816
3273,SYR,2623
3427,SYR,2785
4082,SYR,3366
3533,SYR,2976
4193,SYR,3572
4771,SYR,4127
5077,SYR,4427
4809,SYR,4226
5016,SYR,4443
4988,SYR,4452
5360,SYR,4821
5632,SYR,5105
5504,SYR,5027
5343,SYR,4917
4908,SYR,4551
4989,SYR,4660
4544,SYR,4276
4439,SYR,4208
4825,SYR,4607
4221,SYR,4060
4360,SYR,4223
4656,SYR,4543
5090,SYR,5001
5279,SYR,5223
5381,SYR,5362
5480,SYR,5498
5451,SYR,5506
5208,SYR,5296
5314,SYR,5441
4984,SYR,5138
4946,SYR,5133
4990,SYR,5214
5156,SYR,5422
4929,SYR,5218
5127,SYR,5462
5273,SYR,5654
4954,SYR,5751
5195,SYR,5859
5307,SYR,5916
5166,SYR,6123
5678,SYR,6287
5979,SYR,5979
5087,SYR,4829
4753,SYR,4124
4069,SYR,3536
3509,SYR,3049
3557,SYR,3091
1240,TCD,997
1268,TCD,1020
